IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
NCD_CXCA_SCREENED_WITHIN_TIMEPERIOD,Prevalence of cervical cancer screening  among women aged 30-49 years (%),numeric,AFR,Africa,Country,GMB,Gambia,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,Time period,in the last year,TIMEPERIOD_TIMEPERIOD_LAST01YEAR,,,,0,,,0,,2,0 [0-2],,,EN,2022-09-18T22:00:00.000Z
NCD_CXCA_SCREENED_WITHIN_TIMEPERIOD,Prevalence of cervical cancer screening  among women aged 30-49 years (%),numeric,AFR,Africa,Country,SSD,South Sudan,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,Time period,in the last year,TIMEPERIOD_TIMEPERIOD_LAST01YEAR,,,,0,,,0,,2,0 [0-2],,,EN,2022-09-18T22:00:00.000Z
NCD_CXCA_SCREENED_WITHIN_TIMEPERIOD,Prevalence of cervical cancer screening  among women aged 30-49 years (%),numeric,AFR,Africa,Country,CIV,Cote d'Ivoire,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,Time period,in the last three years,TIMEPERIOD_TIMEPERIOD_LAST03YEARS,,,,1,,,0,,1,1 [0-1],,,EN,2022-09-18T22:00:00.000Z
NCD_CXCA_SCREENED_WITHIN_TIMEPERIOD,Prevalence of cervical cancer screening  among women aged 30-49 years (%),numeric,WPR,Western Pacific,Country,PHL,Philippines,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,Time period,in the last year,TIMEPERIOD_TIMEPERIOD_LAST01YEAR,,,,1,,,0,,1,1 [0-1],,,EN,2022-09-18T22:00:00.000Z
NCD_CXCA_SCREENED_WITHIN_TIMEPERIOD,Prevalence of cervical cancer screening  among women aged 30-49 years (%),numeric,EMR,Eastern Mediterranean,Country,SDN,Sudan,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,Time period,in the last three years,TIMEPERIOD_TIMEPERIOD_LAST03YEARS,,,,1,,,0,,1,1 [0-1],,,EN,2022-09-18T22:00:00.000Z
NCD_CXCA_SCREENED_WITHIN_TIMEPERIOD,Prevalence of cervical cancer screening  among women aged 30-49 years (%),numeric,SEAR,South-East Asia,Country,TLS,Timor-Leste,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,Time period,in the last five years,TIMEPERIOD_TIMEPERIOD_LAST05YEARS,,,,1,,,0,,1,1 [0-1],,,EN,2022-09-18T22:00:00.000Z
NCD_CXCA_SCREENED_WITHIN_TIMEPERIOD,Prevalence of cervical cancer screening  among women aged 30-49 years (%),numeric,AFR,Africa,Country,BFA,Burkina Faso,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,Time period,in the last year,TIMEPERIOD_TIMEPERIOD_LAST01YEAR,,,,1,,,0,,2,1 [0-2],,,EN,2022-09-18T22:00:00.000Z
NCD_CXCA_SCREENED_WITHIN_TIMEPERIOD,Prevalence of cervical cancer screening  among women aged 30-49 years (%),numeric,AFR,Africa,Country,BDI,Burundi,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,Time period,in the last year,TIMEPERIOD_TIMEPERIOD_LAST01YEAR,,,,1,,,0,,2,1 [0-2],,,EN,2022-09-18T22:00:00.000Z
NCD_CXCA_SCREENED_WITHIN_TIMEPERIOD,Prevalence of cervical cancer screening  among women aged 30-49 years (%),numeric,EMR,Eastern Mediterranean,Country,DJI,Djibouti,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,Time period,in the last year,TIMEPERIOD_TIMEPERIOD_LAST01YEAR,,,,1,,,0,,2,1 [0-2],,,EN,2022-09-18T22:00:00.000Z
NCD_CXCA_SCREENED_WITHIN_TIMEPERIOD,Prevalence of cervical cancer screening  among women aged 30-49 years (%),numeric,AFR,Africa,Country,ERI,Eritrea,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,Time period,in the last year,TIMEPERIOD_TIMEPERIOD_LAST01YEAR,,,,1,,,0,,2,1 [0-2],,,EN,2022-09-18T22:00:00.000Z
NCD_CXCA_SCREENED_WITHIN_TIMEPERIOD,Prevalence of cervical cancer screening  among women aged 30-49 years (%),numeric,AFR,Africa,Country,MOZ,Mozambique,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,Time period,in the last year,TIMEPERIOD_TIMEPERIOD_LAST01YEAR,,,,1,,,0,,2,1 [0-2],,,EN,2022-09-18T22:00:00.000Z
NCD_CXCA_SCREENED_WITHIN_TIMEPERIOD,Prevalence of cervical cancer screening  among women aged 30-49 years (%),numeric,SEAR,South-East Asia,Country,MMR,Myanmar,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,Time period,in the last year,TIMEPERIOD_TIMEPERIOD_LAST01YEAR,,,,1,,,0,,2,1 [0-2],,,EN,2022-09-18T22:00:00.000Z
NCD_CXCA_SCREENED_WITHIN_TIMEPERIOD,Prevalence of cervical cancer screening  among women aged 30-49 years (%),numeric,WPR,Western Pacific,Country,PNG,Papua New Guinea,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,Time period,in the last year,TIMEPERIOD_TIMEPERIOD_LAST01YEAR,,,,1,,,0,,2,1 [0-2],,,EN,2022-09-18T22:00:00.000Z
NCD_CXCA_SCREENED_WITHIN_TIMEPERIOD,Prevalence of cervical cancer screening  among women aged 30-49 years (%),numeric,WPR,Western Pacific,Country,VUT,Vanuatu,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,Time period,in the last year,TIMEPERIOD_TIMEPERIOD_LAST01YEAR,,,,1,,,0,,2,1 [0-2],,,EN,2022-09-18T22:00:00.000Z
NCD_CXCA_SCREENED_WITHIN_TIMEPERIOD,Prevalence of cervical cancer screening  among women aged 30-49 years (%),numeric,EMR,Eastern Mediterranean,Country,YEM,Yemen,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,Time period,in the last year,TIMEPERIOD_TIMEPERIOD_LAST01YEAR,,,,1,,,0,,2,1 [0-2],,,EN,2022-09-18T22:00:00.000Z
NCD_CXCA_SCREENED_WITHIN_TIMEPERIOD,Prevalence of cervical cancer screening  among women aged 30-49 years (%),numeric,AFR,Africa,Country,COD,Democratic Republic of the Congo,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,Time period,in the last year,TIMEPERIOD_TIMEPERIOD_LAST01YEAR,,,,1,,,0,,3,1 [0-3],,,EN,2022-09-18T22:00:00.000Z
NCD_CXCA_SCREENED_WITHIN_TIMEPERIOD,Prevalence of cervical cancer screening  among women aged 30-49 years (%),numeric,AFR,Africa,Country,LBR,Liberia,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,Time period,in the last year,TIMEPERIOD_TIMEPERIOD_LAST01YEAR,,,,1,,,0,,3,1 [0-3],,,EN,2022-09-18T22:00:00.000Z
NCD_CXCA_SCREENED_WITHIN_TIMEPERIOD,Prevalence of cervical cancer screening  among women aged 30-49 years (%),numeric,AFR,Africa,Country,SLE,Sierra Leone,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,Time period,in the last year,TIMEPERIOD_TIMEPERIOD_LAST01YEAR,,,,1,,,0,,3,1 [0-3],,,EN,2022-09-18T22:00:00.000Z
NCD_CXCA_SCREENED_WITHIN_TIMEPERIOD,Prevalence of cervical cancer screening  among women aged 30-49 years (%),numeric,AFR,Africa,Country,GIN,Guinea,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,Time period,in the last year,TIMEPERIOD_TIMEPERIOD_LAST01YEAR,,,,1,,,0,,4,1 [0-4],,,EN,2022-09-18T22:00:00.000Z
NCD_CXCA_SCREENED_WITHIN_TIMEPERIOD,Prevalence of cervical cancer screening  among women aged 30-49 years (%),numeric,SEAR,South-East Asia,Country,BGD,Bangladesh,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,Time period,in the last year,TIMEPERIOD_TIMEPERIOD_LAST01YEAR,,,,1,,,1,,1,1 [1-1],,,EN,2022-09-18T22:00:00.000Z
NCD_CXCA_SCREENED_WITHIN_TIMEPERIOD,Prevalence of cervical cancer screening  among women aged 30-49 years (%),numeric,AFR,Africa,Country,CIV,Cote d'Ivoire,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,Time period,in lifetime,TIMEPERIOD_TIMEPERIOD_EVER_LIFETIME,,,,1,,,1,,1,1 [1-1],,,EN,2022-09-18T22:00:00.000Z
NCD_CXCA_SCREENED_WITHIN_TIMEPERIOD,Prevalence of cervical cancer screening  among women aged 30-49 years (%),numeric,AFR,Africa,Country,CIV,Cote d'Ivoire,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,Time period,in the last five years,TIMEPERIOD_TIMEPERIOD_LAST05YEARS,,,,1,,,1,,1,1 [1-1],,,EN,2022-09-18T22:00:00.000Z
NCD_CXCA_SCREENED_WITHIN_TIMEPERIOD,Prevalence of cervical cancer screening  among women aged 30-49 years (%),numeric,AFR,Africa,Country,CMR,Cameroon,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,Time period,in the last year,TIMEPERIOD_TIMEPERIOD_LAST01YEAR,,,,1,,,1,,1,1 [1-1],,,EN,2022-09-18T22:00:00.000Z
NCD_CXCA_SCREENED_WITHIN_TIMEPERIOD,Prevalence of cervical cancer screening  among women aged 30-49 years (%),numeric,EMR,Eastern Mediterranean,Country,EGY,Egypt,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,Time period,in lifetime,TIMEPERIOD_TIMEPERIOD_EVER_LIFETIME,,,,1,,,1,,1,1 [1-1],,,EN,2022-09-18T22:00:00.000Z
NCD_CXCA_SCREENED_WITHIN_TIMEPERIOD,Prevalence of cervical cancer screening  among women aged 30-49 years (%),numeric,EMR,Eastern Mediterranean,Country,EGY,Egypt,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,Time period,in the last year,TIMEPERIOD_TIMEPERIOD_LAST01YEAR,,,,1,,,1,,1,1 [1-1],,,EN,2022-09-18T22:00:00.000Z
NCD_CXCA_SCREENED_WITHIN_TIMEPERIOD,Prevalence of cervical cancer screening  among women aged 30-49 years (%),numeric,EMR,Eastern Mediterranean,Country,EGY,Egypt,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,Time period,in the last three years,TIMEPERIOD_TIMEPERIOD_LAST03YEARS,,,,1,,,1,,1,1 [1-1],,,EN,2022-09-18T22:00:00.000Z
NCD_CXCA_SCREENED_WITHIN_TIMEPERIOD,Prevalence of cervical cancer screening  among women aged 30-49 years (%),numeric,EMR,Eastern Mediterranean,Country,EGY,Egypt,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,Time period,in the last five years,TIMEPERIOD_TIMEPERIOD_LAST05YEARS,,,,1,,,1,,1,1 [1-1],,,EN,2022-09-18T22:00:00.000Z
NCD_CXCA_SCREENED_WITHIN_TIMEPERIOD,Prevalence of cervical cancer screening  among women aged 30-49 years (%),numeric,AFR,Africa,Country,GAB,Gabon,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,Time period,in the last year,TIMEPERIOD_TIMEPERIOD_LAST01YEAR,,,,1,,,1,,1,1 [1-1],,,EN,2022-09-18T22:00:00.000Z
NCD_CXCA_SCREENED_WITHIN_TIMEPERIOD,Prevalence of cervical cancer screening  among women aged 30-49 years (%),numeric,AFR,Africa,Country,MDG,Madagascar,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,Time period,in the last year,TIMEPERIOD_TIMEPERIOD_LAST01YEAR,,,,1,,,1,,1,1 [1-1],,,EN,2022-09-18T22:00:00.000Z
NCD_CXCA_SCREENED_WITHIN_TIMEPERIOD,Prevalence of cervical cancer screening  among women aged 30-49 years (%),numeric,EMR,Eastern Mediterranean,Country,PAK,Pakistan,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,Time period,in lifetime,TIMEPERIOD_TIMEPERIOD_EVER_LIFETIME,,,,1,,,1,,1,1 [1-1],,,EN,2022-09-18T22:00:00.000Z
NCD_CXCA_SCREENED_WITHIN_TIMEPERIOD,Prevalence of cervical cancer screening  among women aged 30-49 years (%),numeric,EMR,Eastern Mediterranean,Country,PAK,Pakistan,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,Time period,in the last year,TIMEPERIOD_TIMEPERIOD_LAST01YEAR,,,,1,,,1,,1,1 [1-1],,,EN,2022-09-18T22:00:00.000Z
NCD_CXCA_SCREENED_WITHIN_TIMEPERIOD,Prevalence of cervical cancer screening  among women aged 30-49 years (%),numeric,EMR,Eastern Mediterranean,Country,PAK,Pakistan,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,Time period,in the last three years,TIMEPERIOD_TIMEPERIOD_LAST03YEARS,,,,1,,,1,,1,1 [1-1],,,EN,2022-09-18T22:00:00.000Z
NCD_CXCA_SCREENED_WITHIN_TIMEPERIOD,Prevalence of cervical cancer screening  among women aged 30-49 years (%),numeric,EMR,Eastern Mediterranean,Country,PAK,Pakistan,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,Time period,in the last five years,TIMEPERIOD_TIMEPERIOD_LAST05YEARS,,,,1,,,1,,1,1 [1-1],,,EN,2022-09-18T22:00:00.000Z
NCD_CXCA_SCREENED_WITHIN_TIMEPERIOD,Prevalence of cervical cancer screening  among women aged 30-49 years (%),numeric,WPR,Western Pacific,Country,PHL,Philippines,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,Time period,in lifetime,TIMEPERIOD_TIMEPERIOD_EVER_LIFETIME,,,,1,,,1,,1,1 [1-1],,,EN,2022-09-18T22:00:00.000Z
NCD_CXCA_SCREENED_WITHIN_TIMEPERIOD,Prevalence of cervical cancer screening  among women aged 30-49 years (%),numeric,WPR,Western Pacific,Country,PHL,Philippines,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,Time period,in the last three years,TIMEPERIOD_TIMEPERIOD_LAST03YEARS,,,,1,,,1,,1,1 [1-1],,,EN,2022-09-18T22:00:00.000Z
NCD_CXCA_SCREENED_WITHIN_TIMEPERIOD,Prevalence of cervical cancer screening  among women aged 30-49 years (%),numeric,WPR,Western Pacific,Country,PHL,Philippines,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,Time period,in the last five years,TIMEPERIOD_TIMEPERIOD_LAST05YEARS,,,,1,,,1,,1,1 [1-1],,,EN,2022-09-18T22:00:00.000Z
NCD_CXCA_SCREENED_WITHIN_TIMEPERIOD,Prevalence of cervical cancer screening  among women aged 30-49 years (%),numeric,EMR,Eastern Mediterranean,Country,SOM,Somalia,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,Time period,in the last three years,TIMEPERIOD_TIMEPERIOD_LAST03YEARS,,,,1,,,1,,1,1 [1-1],,,EN,2022-09-18T22:00:00.000Z
NCD_CXCA_SCREENED_WITHIN_TIMEPERIOD,Prevalence of cervical cancer screening  among women aged 30-49 years (%),numeric,EMR,Eastern Mediterranean,Country,SDN,Sudan,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,Time period,in lifetime,TIMEPERIOD_TIMEPERIOD_EVER_LIFETIME,,,,1,,,1,,1,1 [1-1],,,EN,2022-09-18T22:00:00.000Z
NCD_CXCA_SCREENED_WITHIN_TIMEPERIOD,Prevalence of cervical cancer screening  among women aged 30-49 years (%),numeric,EMR,Eastern Mediterranean,Country,SDN,Sudan,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,Time period,in the last five years,TIMEPERIOD_TIMEPERIOD_LAST05YEARS,,,,1,,,1,,1,1 [1-1],,,EN,2022-09-18T22:00:00.000Z
NCD_CXCA_SCREENED_WITHIN_TIMEPERIOD,Prevalence of cervical cancer screening  among women aged 30-49 years (%),numeric,SEAR,South-East Asia,Country,TLS,Timor-Leste,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,Time period,in lifetime,TIMEPERIOD_TIMEPERIOD_EVER_LIFETIME,,,,1,,,1,,1,1 [1-1],,,EN,2022-09-18T22:00:00.000Z
NCD_CXCA_SCREENED_WITHIN_TIMEPERIOD,Prevalence of cervical cancer screening  among women aged 30-49 years (%),numeric,EMR,Eastern Mediterranean,Country,SOM,Somalia,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,Time period,in the last five years,TIMEPERIOD_TIMEPERIOD_LAST05YEARS,,,,1,,,1,,2,1 [1-2],,,EN,2022-09-18T22:00:00.000Z
NCD_CXCA_SCREENED_WITHIN_TIMEPERIOD,Prevalence of cervical cancer screening  among women aged 30-49 years (%),numeric,AFR,Africa,Country,MUS,Mauritius,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,Time period,in the last three years,TIMEPERIOD_TIMEPERIOD_LAST03YEARS,,,,10,,,10,,11,10 [10-11],,,EN,2022-09-18T22:00:00.000Z
NCD_CXCA_SCREENED_WITHIN_TIMEPERIOD,Prevalence of cervical cancer screening  among women aged 30-49 years (%),numeric,EUR,Europe,Country,KGZ,Kyrgyzstan,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,Time period,in the last year,TIMEPERIOD_TIMEPERIOD_LAST01YEAR,,,,10,,,4,,16,10 [4-16],,,EN,2022-09-18T22:00:00.000Z
NCD_CXCA_SCREENED_WITHIN_TIMEPERIOD,Prevalence of cervical cancer screening  among women aged 30-49 years (%),numeric,WPR,Western Pacific,Country,TUV,Tuvalu,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,Time period,in the last year,TIMEPERIOD_TIMEPERIOD_LAST01YEAR,,,,10,,,4,,17,10 [4-17],,,EN,2022-09-18T22:00:00.000Z
NCD_CXCA_SCREENED_WITHIN_TIMEPERIOD,Prevalence of cervical cancer screening  among women aged 30-49 years (%),numeric,WPR,Western Pacific,Country,VNM,Viet Nam,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,30-49 years,AGEGROUP_YEARS30-49,Time period,in the last year,TIMEPERIOD_TIMEPERIOD_LAST01YEAR,,,,10,,,5,,15,10 [5-15],,,EN,2022-09-18T22:00:00.000Z
