measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,rei_id,rei_name,metric_id,metric_name,year,val,upper,lower
2,DALYs (Disability-Adjusted Life Years),15,Republic of the Union of Myanmar,2,Female,14,45-49 years,432,Cervical cancer,169,All risk factors,3,Rate,2019,583.03772244275,910.3256507831999,358.74075687303997
2,DALYs (Disability-Adjusted Life Years),16,Republic of the Philippines,2,Female,11,30-34 years,432,Cervical cancer,169,All risk factors,3,Rate,2019,172.00269438699,201.26347803537,145.57029771890998
2,DALYs (Disability-Adjusted Life Years),16,Republic of the Philippines,2,Female,12,35-39 years,432,Cervical cancer,169,All risk factors,3,Rate,2019,315.39090448363,363.36760444059,267.80709036138
2,DALYs (Disability-Adjusted Life Years),16,Republic of the Philippines,2,Female,13,40-44 years,432,Cervical cancer,169,All risk factors,3,Rate,2019,493.1804875189,565.13033245029,419.85404890636
2,DALYs (Disability-Adjusted Life Years),16,Republic of the Philippines,2,Female,14,45-49 years,432,Cervical cancer,169,All risk factors,3,Rate,2019,616.20774714684,713.19897244606,520.21876303125
2,DALYs (Disability-Adjusted Life Years),12,Lao People's Democratic Republic,2,Female,11,30-34 years,432,Cervical cancer,169,All risk factors,3,Rate,2019,199.64199211057002,323.97509911932,107.8051478942
2,DALYs (Disability-Adjusted Life Years),12,Lao People's Democratic Republic,2,Female,12,35-39 years,432,Cervical cancer,169,All risk factors,3,Rate,2019,350.1927889963,563.87044334901,190.69522077697002
2,DALYs (Disability-Adjusted Life Years),12,Lao People's Democratic Republic,2,Female,13,40-44 years,432,Cervical cancer,169,All risk factors,3,Rate,2019,571.78898957558,914.00446092614,326.93162940734004
2,DALYs (Disability-Adjusted Life Years),12,Lao People's Democratic Republic,2,Female,14,45-49 years,432,Cervical cancer,169,All risk factors,3,Rate,2019,707.42166602167,1113.14387177305,447.97864988719
2,DALYs (Disability-Adjusted Life Years),18,Kingdom of Thailand,2,Female,11,30-34 years,432,Cervical cancer,169,All risk factors,3,Rate,2019,249.58439316041998,369.6473164053,165.12395743748
2,DALYs (Disability-Adjusted Life Years),18,Kingdom of Thailand,2,Female,12,35-39 years,432,Cervical cancer,169,All risk factors,3,Rate,2019,389.70966407258004,579.27265985341,249.85434760093
2,DALYs (Disability-Adjusted Life Years),18,Kingdom of Thailand,2,Female,13,40-44 years,432,Cervical cancer,169,All risk factors,3,Rate,2019,531.55133974102,765.08088145903,352.15868355825
2,DALYs (Disability-Adjusted Life Years),18,Kingdom of Thailand,2,Female,14,45-49 years,432,Cervical cancer,169,All risk factors,3,Rate,2019,587.3861462484,813.72797489214,407.82507348669003
2,DALYs (Disability-Adjusted Life Years),17,Democratic Socialist Republic of Sri Lanka,2,Female,11,30-34 years,432,Cervical cancer,169,All risk factors,3,Rate,2019,48.87614712416,82.74776344366,26.194737232850002
2,DALYs (Disability-Adjusted Life Years),17,Democratic Socialist Republic of Sri Lanka,2,Female,12,35-39 years,432,Cervical cancer,169,All risk factors,3,Rate,2019,95.40988344801,159.3942551415,53.44498890788
2,DALYs (Disability-Adjusted Life Years),17,Democratic Socialist Republic of Sri Lanka,2,Female,13,40-44 years,432,Cervical cancer,169,All risk factors,3,Rate,2019,164.70119760867001,256.93258208056,97.38411580888
2,DALYs (Disability-Adjusted Life Years),17,Democratic Socialist Republic of Sri Lanka,2,Female,14,45-49 years,432,Cervical cancer,169,All risk factors,3,Rate,2019,233.59574648909,363.98932661597996,144.32440073739002
2,DALYs (Disability-Adjusted Life Years),19,Democratic Republic of Timor-Leste,2,Female,11,30-34 years,432,Cervical cancer,169,All risk factors,3,Rate,2019,128.2220736246,217.03825009847,68.5206688678
2,DALYs (Disability-Adjusted Life Years),19,Democratic Republic of Timor-Leste,2,Female,12,35-39 years,432,Cervical cancer,169,All risk factors,3,Rate,2019,225.80982622462997,374.96597995256997,126.50807717364
2,DALYs (Disability-Adjusted Life Years),19,Democratic Republic of Timor-Leste,2,Female,13,40-44 years,432,Cervical cancer,169,All risk factors,3,Rate,2019,415.87761307334,687.8898853245499,238.42192117829998
2,DALYs (Disability-Adjusted Life Years),19,Democratic Republic of Timor-Leste,2,Female,14,45-49 years,432,Cervical cancer,169,All risk factors,3,Rate,2019,607.50185767859,961.6221701054301,365.71185135081004
2,DALYs (Disability-Adjusted Life Years),20,Socialist Republic of Viet Nam,2,Female,11,30-34 years,432,Cervical cancer,169,All risk factors,3,Rate,2019,97.11801596708,159.04425104764,57.956881014189996
2,DALYs (Disability-Adjusted Life Years),20,Socialist Republic of Viet Nam,2,Female,12,35-39 years,432,Cervical cancer,169,All risk factors,3,Rate,2019,201.09830421237,311.65657508287,113.67758041177
2,DALYs (Disability-Adjusted Life Years),20,Socialist Republic of Viet Nam,2,Female,13,40-44 years,432,Cervical cancer,169,All risk factors,3,Rate,2019,360.25911203991,571.57709023209,213.72545548501003
2,DALYs (Disability-Adjusted Life Years),20,Socialist Republic of Viet Nam,2,Female,14,45-49 years,432,Cervical cancer,169,All risk factors,3,Rate,2019,500.80259979891,760.00771220354,303.57864462308
2,DALYs (Disability-Adjusted Life Years),22,Republic of Fiji,2,Female,11,30-34 years,432,Cervical cancer,169,All risk factors,3,Rate,2019,491.80002943235996,772.99520761745,275.51658423890996
2,DALYs (Disability-Adjusted Life Years),22,Republic of Fiji,2,Female,12,35-39 years,432,Cervical cancer,169,All risk factors,3,Rate,2019,894.92496459775,1389.84355799004,515.45649456302
2,DALYs (Disability-Adjusted Life Years),22,Republic of Fiji,2,Female,13,40-44 years,432,Cervical cancer,169,All risk factors,3,Rate,2019,1488.3466852983402,2229.69405795777,888.3923335723
2,DALYs (Disability-Adjusted Life Years),22,Republic of Fiji,2,Female,14,45-49 years,432,Cervical cancer,169,All risk factors,3,Rate,2019,1610.76449478458,2451.1355879371004,963.3569154197901
2,DALYs (Disability-Adjusted Life Years),24,Republic of the Marshall Islands,2,Female,11,30-34 years,432,Cervical cancer,169,All risk factors,3,Rate,2019,537.4557521379,898.80145389338,250.64811918818
2,DALYs (Disability-Adjusted Life Years),24,Republic of the Marshall Islands,2,Female,12,35-39 years,432,Cervical cancer,169,All risk factors,3,Rate,2019,972.5143752936999,1629.9234915946902,485.12171684325
2,DALYs (Disability-Adjusted Life Years),24,Republic of the Marshall Islands,2,Female,13,40-44 years,432,Cervical cancer,169,All risk factors,3,Rate,2019,1632.83609653993,2641.66915047079,859.1929548176299
2,DALYs (Disability-Adjusted Life Years),24,Republic of the Marshall Islands,2,Female,14,45-49 years,432,Cervical cancer,169,All risk factors,3,Rate,2019,1684.07880951345,2702.25446262048,888.5904217064901
2,DALYs (Disability-Adjusted Life Years),23,Republic of Kiribati,2,Female,11,30-34 years,432,Cervical cancer,169,All risk factors,3,Rate,2019,989.35313601284,1637.17539670684,580.88091742648
2,DALYs (Disability-Adjusted Life Years),23,Republic of Kiribati,2,Female,12,35-39 years,432,Cervical cancer,169,All risk factors,3,Rate,2019,1790.5962090118298,2933.17430046238,1027.01247685218
2,DALYs (Disability-Adjusted Life Years),23,Republic of Kiribati,2,Female,13,40-44 years,432,Cervical cancer,169,All risk factors,3,Rate,2019,3102.7733308925503,4992.07958548173,1895.2731802057601
2,DALYs (Disability-Adjusted Life Years),23,Republic of Kiribati,2,Female,14,45-49 years,432,Cervical cancer,169,All risk factors,3,Rate,2019,3327.0966471741403,5195.0028935706705,1998.5964615943399
2,DALYs (Disability-Adjusted Life Years),25,Federated States of Micronesia,2,Female,11,30-34 years,432,Cervical cancer,169,All risk factors,3,Rate,2019,409.29185681498,690.22200178839,221.30231761486002
2,DALYs (Disability-Adjusted Life Years),25,Federated States of Micronesia,2,Female,12,35-39 years,432,Cervical cancer,169,All risk factors,3,Rate,2019,770.1539600219501,1261.34810806377,410.43154188132
2,DALYs (Disability-Adjusted Life Years),25,Federated States of Micronesia,2,Female,13,40-44 years,432,Cervical cancer,169,All risk factors,3,Rate,2019,1371.7763410325902,2179.14606430494,786.4648384161999
2,DALYs (Disability-Adjusted Life Years),25,Federated States of Micronesia,2,Female,14,45-49 years,432,Cervical cancer,169,All risk factors,3,Rate,2019,1386.85738383241,2134.64359728863,817.8391897271999
2,DALYs (Disability-Adjusted Life Years),29,Kingdom of Tonga,2,Female,11,30-34 years,432,Cervical cancer,169,All risk factors,3,Rate,2019,345.8437309842,575.86529923742,187.91099493402
2,DALYs (Disability-Adjusted Life Years),29,Kingdom of Tonga,2,Female,12,35-39 years,432,Cervical cancer,169,All risk factors,3,Rate,2019,641.70815037686,1039.16836288093,355.50597371204003
2,DALYs (Disability-Adjusted Life Years),29,Kingdom of Tonga,2,Female,13,40-44 years,432,Cervical cancer,169,All risk factors,3,Rate,2019,1179.3216413875,1872.09872133455,698.65554042921
2,DALYs (Disability-Adjusted Life Years),29,Kingdom of Tonga,2,Female,14,45-49 years,432,Cervical cancer,169,All risk factors,3,Rate,2019,1228.3530502977799,1889.96768427719,752.4667423585499
2,DALYs (Disability-Adjusted Life Years),26,Independent State of Papua New Guinea,2,Female,11,30-34 years,432,Cervical cancer,169,All risk factors,3,Rate,2019,343.63699749485,584.7317635282,192.03814644801
2,DALYs (Disability-Adjusted Life Years),26,Independent State of Papua New Guinea,2,Female,12,35-39 years,432,Cervical cancer,169,All risk factors,3,Rate,2019,602.8275880768,1015.95279335258,348.68905581695003
2,DALYs (Disability-Adjusted Life Years),26,Independent State of Papua New Guinea,2,Female,13,40-44 years,432,Cervical cancer,169,All risk factors,3,Rate,2019,1042.07379023913,1887.37154728565,607.79569013166
2,DALYs (Disability-Adjusted Life Years),26,Independent State of Papua New Guinea,2,Female,14,45-49 years,432,Cervical cancer,169,All risk factors,3,Rate,2019,1066.55723515272,1909.8662918353298,626.61429695884
2,DALYs (Disability-Adjusted Life Years),27,Independent State of Samoa,2,Female,11,30-34 years,432,Cervical cancer,169,All risk factors,3,Rate,2019,373.29076764417,592.13828683852,206.80794467873
2,DALYs (Disability-Adjusted Life Years),27,Independent State of Samoa,2,Female,12,35-39 years,432,Cervical cancer,169,All risk factors,3,Rate,2019,618.0535282198,1029.3565983672001,333.60053577467
2,DALYs (Disability-Adjusted Life Years),27,Independent State of Samoa,2,Female,13,40-44 years,432,Cervical cancer,169,All risk factors,3,Rate,2019,988.7449004721599,1589.9364254888499,566.46250768619
2,DALYs (Disability-Adjusted Life Years),27,Independent State of Samoa,2,Female,14,45-49 years,432,Cervical cancer,169,All risk factors,3,Rate,2019,1040.6326915745599,1679.45510852483,606.14129421503
2,DALYs (Disability-Adjusted Life Years),28,Solomon Islands,2,Female,11,30-34 years,432,Cervical cancer,169,All risk factors,3,Rate,2019,444.34831488503,751.92744596645,234.42843972127997
2,DALYs (Disability-Adjusted Life Years),28,Solomon Islands,2,Female,12,35-39 years,432,Cervical cancer,169,All risk factors,3,Rate,2019,858.20556999576,1465.1807677275801,474.88869911766
2,DALYs (Disability-Adjusted Life Years),28,Solomon Islands,2,Female,13,40-44 years,432,Cervical cancer,169,All risk factors,3,Rate,2019,1669.77212127981,2799.15862852705,920.9299874377099
2,DALYs (Disability-Adjusted Life Years),28,Solomon Islands,2,Female,14,45-49 years,432,Cervical cancer,169,All risk factors,3,Rate,2019,1730.3068032077301,2704.18816668897,1009.08785907048
2,DALYs (Disability-Adjusted Life Years),30,Republic of Vanuatu,2,Female,11,30-34 years,432,Cervical cancer,169,All risk factors,3,Rate,2019,325.85757511672,523.79930337258,186.56434620628002
2,DALYs (Disability-Adjusted Life Years),30,Republic of Vanuatu,2,Female,12,35-39 years,432,Cervical cancer,169,All risk factors,3,Rate,2019,627.10362387838,989.9031320019,360.83585640894
2,DALYs (Disability-Adjusted Life Years),30,Republic of Vanuatu,2,Female,13,40-44 years,432,Cervical cancer,169,All risk factors,3,Rate,2019,1110.9920843202601,1738.7676486163398,656.81219045574
2,DALYs (Disability-Adjusted Life Years),30,Republic of Vanuatu,2,Female,14,45-49 years,432,Cervical cancer,169,All risk factors,3,Rate,2019,1149.00095939329,1719.0525859791298,713.45614150091
2,DALYs (Disability-Adjusted Life Years),34,Republic of Azerbaijan,2,Female,11,30-34 years,432,Cervical cancer,169,All risk factors,3,Rate,2019,94.00307345284,124.44427019847001,68.87971060938
2,DALYs (Disability-Adjusted Life Years),34,Republic of Azerbaijan,2,Female,12,35-39 years,432,Cervical cancer,169,All risk factors,3,Rate,2019,163.62115523895,214.49291296634001,124.49416551187001
2,DALYs (Disability-Adjusted Life Years),34,Republic of Azerbaijan,2,Female,13,40-44 years,432,Cervical cancer,169,All risk factors,3,Rate,2019,266.67970186278,331.54913824687003,210.0546017972
2,DALYs (Disability-Adjusted Life Years),34,Republic of Azerbaijan,2,Female,14,45-49 years,432,Cervical cancer,169,All risk factors,3,Rate,2019,325.83657942483,415.95213075283,247.5923275274
2,DALYs (Disability-Adjusted Life Years),35,Georgia,2,Female,11,30-34 years,432,Cervical cancer,169,All risk factors,3,Rate,2019,134.44878609601,155.32837576492,115.67588740235999
2,DALYs (Disability-Adjusted Life Years),35,Georgia,2,Female,12,35-39 years,432,Cervical cancer,169,All risk factors,3,Rate,2019,280.60395244166,312.05446758813,250.15192476036
2,DALYs (Disability-Adjusted Life Years),35,Georgia,2,Female,13,40-44 years,432,Cervical cancer,169,All risk factors,3,Rate,2019,473.22224078592,525.3805351441699,424.56893184204
2,DALYs (Disability-Adjusted Life Years),35,Georgia,2,Female,14,45-49 years,432,Cervical cancer,169,All risk factors,3,Rate,2019,610.87507532752,682.84919178999,540.2815576594099
2,DALYs (Disability-Adjusted Life Years),33,Republic of Armenia,2,Female,11,30-34 years,432,Cervical cancer,169,All risk factors,3,Rate,2019,89.67784841868,97.94945286919999,81.50816714961
2,DALYs (Disability-Adjusted Life Years),33,Republic of Armenia,2,Female,12,35-39 years,432,Cervical cancer,169,All risk factors,3,Rate,2019,147.4490724295,159.76610837369,136.38780122994
2,DALYs (Disability-Adjusted Life Years),33,Republic of Armenia,2,Female,13,40-44 years,432,Cervical cancer,169,All risk factors,3,Rate,2019,222.53189786753,244.99502946172998,203.87904871529
2,DALYs (Disability-Adjusted Life Years),33,Republic of Armenia,2,Female,14,45-49 years,432,Cervical cancer,169,All risk factors,3,Rate,2019,395.00806476562,431.31742770963,363.20325898631
2,DALYs (Disability-Adjusted Life Years),36,Republic of Kazakhstan,2,Female,11,30-34 years,432,Cervical cancer,169,All risk factors,3,Rate,2019,172.35759913121,195.36224170385,150.00415813152
2,DALYs (Disability-Adjusted Life Years),36,Republic of Kazakhstan,2,Female,12,35-39 years,432,Cervical cancer,169,All risk factors,3,Rate,2019,386.65475392117,427.62509559806995,348.15307531901004
2,DALYs (Disability-Adjusted Life Years),36,Republic of Kazakhstan,2,Female,13,40-44 years,432,Cervical cancer,169,All risk factors,3,Rate,2019,577.61849943224,638.03482001763,518.03162475965
2,DALYs (Disability-Adjusted Life Years),36,Republic of Kazakhstan,2,Female,14,45-49 years,432,Cervical cancer,169,All risk factors,3,Rate,2019,693.88687777016,807.4290818918599,594.76562133574
2,DALYs (Disability-Adjusted Life Years),40,Turkmenistan,2,Female,11,30-34 years,432,Cervical cancer,169,All risk factors,3,Rate,2019,213.12472179969998,277.82009906776,160.4208461347
2,DALYs (Disability-Adjusted Life Years),40,Turkmenistan,2,Female,12,35-39 years,432,Cervical cancer,169,All risk factors,3,Rate,2019,312.98199548096,404.54526208574,239.82069730424
2,DALYs (Disability-Adjusted Life Years),40,Turkmenistan,2,Female,13,40-44 years,432,Cervical cancer,169,All risk factors,3,Rate,2019,550.06685881146,713.46659698548,420.25549748975004
2,DALYs (Disability-Adjusted Life Years),40,Turkmenistan,2,Female,14,45-49 years,432,Cervical cancer,169,All risk factors,3,Rate,2019,718.5843611958201,934.0884013237301,538.91984607334
2,DALYs (Disability-Adjusted Life Years),37,Kyrgyz Republic,2,Female,11,30-34 years,432,Cervical cancer,169,All risk factors,3,Rate,2019,178.20148373137002,232.15475288816,132.56577363915
2,DALYs (Disability-Adjusted Life Years),37,Kyrgyz Republic,2,Female,12,35-39 years,432,Cervical cancer,169,All risk factors,3,Rate,2019,338.19729881561,443.11125515422,249.07168275457
2,DALYs (Disability-Adjusted Life Years),37,Kyrgyz Republic,2,Female,13,40-44 years,432,Cervical cancer,169,All risk factors,3,Rate,2019,561.1186005723499,711.64648575133,432.30355295364
2,DALYs (Disability-Adjusted Life Years),37,Kyrgyz Republic,2,Female,14,45-49 years,432,Cervical cancer,169,All risk factors,3,Rate,2019,689.4936222986701,868.18983496732,532.92722561783
2,DALYs (Disability-Adjusted Life Years),41,Republic of Uzbekistan,2,Female,11,30-34 years,432,Cervical cancer,169,All risk factors,3,Rate,2019,131.40187287884,167.40135469305,98.53123201603
2,DALYs (Disability-Adjusted Life Years),41,Republic of Uzbekistan,2,Female,12,35-39 years,432,Cervical cancer,169,All risk factors,3,Rate,2019,237.44410681641,312.13710146812997,177.37629045716
2,DALYs (Disability-Adjusted Life Years),41,Republic of Uzbekistan,2,Female,13,40-44 years,432,Cervical cancer,169,All risk factors,3,Rate,2019,495.25240722511,631.54720584958,380.55446992686
2,DALYs (Disability-Adjusted Life Years),41,Republic of Uzbekistan,2,Female,14,45-49 years,432,Cervical cancer,169,All risk factors,3,Rate,2019,685.40911157998,849.3795232941401,529.9527931446701
2,DALYs (Disability-Adjusted Life Years),38,Mongolia,2,Female,11,30-34 years,432,Cervical cancer,169,All risk factors,3,Rate,2019,185.21744932952,273.32334446083996,118.99960804853
2,DALYs (Disability-Adjusted Life Years),38,Mongolia,2,Female,12,35-39 years,432,Cervical cancer,169,All risk factors,3,Rate,2019,416.39652126909,619.1967323431701,269.29855523506
2,DALYs (Disability-Adjusted Life Years),38,Mongolia,2,Female,13,40-44 years,432,Cervical cancer,169,All risk factors,3,Rate,2019,656.08383762186,932.2067816676299,449.52475362677
2,DALYs (Disability-Adjusted Life Years),38,Mongolia,2,Female,14,45-49 years,432,Cervical cancer,169,All risk factors,3,Rate,2019,865.0447532201099,1193.14804386844,608.944140343
2,DALYs (Disability-Adjusted Life Years),39,Republic of Tajikistan,2,Female,11,30-34 years,432,Cervical cancer,169,All risk factors,3,Rate,2019,88.96554998082,145.98341547057998,51.587281570209996
2,DALYs (Disability-Adjusted Life Years),39,Republic of Tajikistan,2,Female,12,35-39 years,432,Cervical cancer,169,All risk factors,3,Rate,2019,143.56483068635,236.66719713088003,83.48565694557
2,DALYs (Disability-Adjusted Life Years),39,Republic of Tajikistan,2,Female,13,40-44 years,432,Cervical cancer,169,All risk factors,3,Rate,2019,215.13155329626,332.0346224705,131.70542154797002
2,DALYs (Disability-Adjusted Life Years),39,Republic of Tajikistan,2,Female,14,45-49 years,432,Cervical cancer,169,All risk factors,3,Rate,2019,257.52116876063,383.90090016109997,162.13706353525998
2,DALYs (Disability-Adjusted Life Years),45,Republic of Bulgaria,2,Female,11,30-34 years,432,Cervical cancer,169,All risk factors,3,Rate,2019,228.55551132168,279.76516860449,178.58799382774
2,DALYs (Disability-Adjusted Life Years),45,Republic of Bulgaria,2,Female,12,35-39 years,432,Cervical cancer,169,All risk factors,3,Rate,2019,420.35701151149,563.80298735264,312.80337166953
2,DALYs (Disability-Adjusted Life Years),45,Republic of Bulgaria,2,Female,13,40-44 years,432,Cervical cancer,169,All risk factors,3,Rate,2019,604.9608363689999,729.07939247174,481.87421550354003
2,DALYs (Disability-Adjusted Life Years),45,Republic of Bulgaria,2,Female,14,45-49 years,432,Cervical cancer,169,All risk factors,3,Rate,2019,730.4855464762101,883.50712937311,594.17818378914
2,DALYs (Disability-Adjusted Life Years),46,Republic of Croatia,2,Female,11,30-34 years,432,Cervical cancer,169,All risk factors,3,Rate,2019,63.06839732403,81.16544466020001,46.89850848615
2,DALYs (Disability-Adjusted Life Years),46,Republic of Croatia,2,Female,12,35-39 years,432,Cervical cancer,169,All risk factors,3,Rate,2019,133.04831412254,171.57730780841,103.0763054008
2,DALYs (Disability-Adjusted Life Years),46,Republic of Croatia,2,Female,13,40-44 years,432,Cervical cancer,169,All risk factors,3,Rate,2019,208.14596096353998,258.18537434913003,159.69323794392
2,DALYs (Disability-Adjusted Life Years),46,Republic of Croatia,2,Female,14,45-49 years,432,Cervical cancer,169,All risk factors,3,Rate,2019,250.34945801557,313.05545170109997,194.04568351802
2,DALYs (Disability-Adjusted Life Years),47,Czech Republic,2,Female,11,30-34 years,432,Cervical cancer,169,All risk factors,3,Rate,2019,83.79197530095,110.33071055946002,62.92819246858
2,DALYs (Disability-Adjusted Life Years),47,Czech Republic,2,Female,12,35-39 years,432,Cervical cancer,169,All risk factors,3,Rate,2019,131.50336630193001,169.01626540231,96.60430976205
2,DALYs (Disability-Adjusted Life Years),47,Czech Republic,2,Female,13,40-44 years,432,Cervical cancer,169,All risk factors,3,Rate,2019,190.24121333937,234.15587129412,154.06274554716
2,DALYs (Disability-Adjusted Life Years),47,Czech Republic,2,Female,14,45-49 years,432,Cervical cancer,169,All risk factors,3,Rate,2019,234.46447292626,292.281550248,181.63598130399998
2,DALYs (Disability-Adjusted Life Years),43,Republic of Albania,2,Female,11,30-34 years,432,Cervical cancer,169,All risk factors,3,Rate,2019,89.40136195656001,140.35830272175002,55.27185059052999
2,DALYs (Disability-Adjusted Life Years),43,Republic of Albania,2,Female,12,35-39 years,432,Cervical cancer,169,All risk factors,3,Rate,2019,134.1219861623,216.28840212061002,78.90649064522
2,DALYs (Disability-Adjusted Life Years),43,Republic of Albania,2,Female,13,40-44 years,432,Cervical cancer,169,All risk factors,3,Rate,2019,195.74305376700002,297.75319014435,121.17432797993
2,DALYs (Disability-Adjusted Life Years),43,Republic of Albania,2,Female,14,45-49 years,432,Cervical cancer,169,All risk factors,3,Rate,2019,234.43335683776,344.75220506704,150.20036921486
