measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
6,Incidence,31,"Central Europe, Eastern Europe, and Central Asia",2,Female,12,35-39 years,432,Cervical cancer,3,Rate,2019,33.301064954919994,34.928837200059995,31.561590819099997
6,Incidence,31,"Central Europe, Eastern Europe, and Central Asia",2,Female,13,40-44 years,432,Cervical cancer,3,Rate,2019,39.15251286357,41.33436122293,37.30263675973
6,Incidence,31,"Central Europe, Eastern Europe, and Central Asia",2,Female,14,45-49 years,432,Cervical cancer,3,Rate,2019,38.843985705440005,41.16678344831,36.9498914113
6,Incidence,42,Central Europe,2,Female,11,30-34 years,432,Cervical cancer,3,Rate,2019,18.139337632220002,20.0254950943,16.22829144047
6,Incidence,42,Central Europe,2,Female,12,35-39 years,432,Cervical cancer,3,Rate,2019,27.97003718526,31.782432899089997,24.69772736624
6,Incidence,42,Central Europe,2,Female,13,40-44 years,432,Cervical cancer,3,Rate,2019,34.56256123105,38.57139825662,31.05145755234
6,Incidence,42,Central Europe,2,Female,14,45-49 years,432,Cervical cancer,3,Rate,2019,39.465796882380005,43.616393183170004,35.41764179996
6,Incidence,10,Kingdom of Cambodia,2,Female,11,30-34 years,432,Cervical cancer,3,Rate,2019,12.2328845853,21.55621626688,6.75933693478
6,Incidence,10,Kingdom of Cambodia,2,Female,12,35-39 years,432,Cervical cancer,3,Rate,2019,21.35284614573,35.68766523758,12.584736239260002
6,Incidence,10,Kingdom of Cambodia,2,Female,13,40-44 years,432,Cervical cancer,3,Rate,2019,33.12016864819,53.84939129768,19.374401494849998
6,Incidence,10,Kingdom of Cambodia,2,Female,14,45-49 years,432,Cervical cancer,3,Rate,2019,38.89432754877,60.94620618741,23.434215379090002
6,Incidence,24,Republic of the Marshall Islands,2,Female,11,30-34 years,432,Cervical cancer,3,Rate,2019,36.3415276697,62.255023423749996,16.75376062974
6,Incidence,24,Republic of the Marshall Islands,2,Female,12,35-39 years,432,Cervical cancer,3,Rate,2019,56.56629118413,95.50607785466,27.66161981315
6,Incidence,24,Republic of the Marshall Islands,2,Female,13,40-44 years,432,Cervical cancer,3,Rate,2019,83.97320611374,136.0987698836,43.38452060101
6,Incidence,24,Republic of the Marshall Islands,2,Female,14,45-49 years,432,Cervical cancer,3,Rate,2019,80.76134388549,131.95959728609,42.4789939731
6,Incidence,38,Mongolia,2,Female,11,30-34 years,432,Cervical cancer,3,Rate,2019,15.960732288220001,24.28633910075,10.114585730870001
6,Incidence,38,Mongolia,2,Female,12,35-39 years,432,Cervical cancer,3,Rate,2019,31.72942041936,48.99545715179,19.918888088950002
6,Incidence,38,Mongolia,2,Female,13,40-44 years,432,Cervical cancer,3,Rate,2019,42.99454296343,63.090588523739996,28.304853964849997
6,Incidence,38,Mongolia,2,Female,14,45-49 years,432,Cervical cancer,3,Rate,2019,49.630161327029995,70.9924394607,33.72315876407
6,Incidence,17,Democratic Socialist Republic of Sri Lanka,2,Female,11,30-34 years,432,Cervical cancer,3,Rate,2019,5.34955488537,9.05693267124,2.92300006855
6,Incidence,17,Democratic Socialist Republic of Sri Lanka,2,Female,12,35-39 years,432,Cervical cancer,3,Rate,2019,9.32106623866,15.89320961304,5.0739442657
6,Incidence,17,Democratic Socialist Republic of Sri Lanka,2,Female,13,40-44 years,432,Cervical cancer,3,Rate,2019,13.8905933553,21.82742076488,7.85293742132
6,Incidence,17,Democratic Socialist Republic of Sri Lanka,2,Female,14,45-49 years,432,Cervical cancer,3,Rate,2019,17.47100421595,28.128301712210003,10.73711009358
6,Incidence,26,Independent State of Papua New Guinea,2,Female,11,30-34 years,432,Cervical cancer,3,Rate,2019,22.66996582376,38.8240245799,12.253073630860001
6,Incidence,26,Independent State of Papua New Guinea,2,Female,12,35-39 years,432,Cervical cancer,3,Rate,2019,34.05270380293,57.74372033728,18.96221801478
6,Incidence,26,Independent State of Papua New Guinea,2,Female,13,40-44 years,432,Cervical cancer,3,Rate,2019,52.464802422640005,98.16092484123001,29.681764735269997
6,Incidence,26,Independent State of Papua New Guinea,2,Female,14,45-49 years,432,Cervical cancer,3,Rate,2019,50.26729484575001,89.62445771492,30.01107940218
6,Incidence,12,Lao People's Democratic Republic,2,Female,11,30-34 years,432,Cervical cancer,3,Rate,2019,11.80099326863,19.987365943169998,6.418986787590001
6,Incidence,12,Lao People's Democratic Republic,2,Female,12,35-39 years,432,Cervical cancer,3,Rate,2019,19.239021351570003,31.22277330164,10.29946943331
6,Incidence,12,Lao People's Democratic Republic,2,Female,13,40-44 years,432,Cervical cancer,3,Rate,2019,28.43290385843,45.77186224359,16.060620083859998
6,Incidence,12,Lao People's Democratic Republic,2,Female,14,45-49 years,432,Cervical cancer,3,Rate,2019,32.926188171999996,51.61979312248,20.68301954527
6,Incidence,33,Republic of Armenia,2,Female,11,30-34 years,432,Cervical cancer,3,Rate,2019,11.24861510433,13.48489102534,9.2988260082
6,Incidence,33,Republic of Armenia,2,Female,12,35-39 years,432,Cervical cancer,3,Rate,2019,15.8969156651,18.7796823977,13.54376162558
6,Incidence,33,Republic of Armenia,2,Female,13,40-44 years,432,Cervical cancer,3,Rate,2019,20.1306616925,23.97633533842,16.80573777736
6,Incidence,33,Republic of Armenia,2,Female,14,45-49 years,432,Cervical cancer,3,Rate,2019,30.199487178539997,35.45714669985,25.71258706795
6,Incidence,7,Democratic People's Republic of Korea,2,Female,11,30-34 years,432,Cervical cancer,3,Rate,2019,15.88937188517,27.65483613758,8.52730090026
6,Incidence,7,Democratic People's Republic of Korea,2,Female,12,35-39 years,432,Cervical cancer,3,Rate,2019,26.308670740560004,44.81103156203,13.976789969790001
6,Incidence,7,Democratic People's Republic of Korea,2,Female,13,40-44 years,432,Cervical cancer,3,Rate,2019,38.084323132310004,65.22017620974,20.57949329473
6,Incidence,7,Democratic People's Republic of Korea,2,Female,14,45-49 years,432,Cervical cancer,3,Rate,2019,47.26206363672,75.61788203675,26.976296189630002
6,Incidence,5,East Asia,2,Female,11,30-34 years,432,Cervical cancer,3,Rate,2019,12.742242498340001,16.61276045048,9.11889994299
6,Incidence,5,East Asia,2,Female,12,35-39 years,432,Cervical cancer,3,Rate,2019,20.75497476986,27.33762958274,14.7672141292
6,Incidence,5,East Asia,2,Female,13,40-44 years,432,Cervical cancer,3,Rate,2019,28.76714144085,36.66235590653,21.17447507207
6,Incidence,5,East Asia,2,Female,14,45-49 years,432,Cervical cancer,3,Rate,2019,30.471118020880002,38.77256254081,22.15913443307
6,Incidence,21,Oceania,2,Female,11,30-34 years,432,Cervical cancer,3,Rate,2019,24.880841540240002,37.0801623522,16.63520005196
6,Incidence,21,Oceania,2,Female,12,35-39 years,432,Cervical cancer,3,Rate,2019,37.92112298208,58.14807338074,26.06263285927
6,Incidence,21,Oceania,2,Female,13,40-44 years,432,Cervical cancer,3,Rate,2019,58.47474715471,94.47862468551,39.30121581055
6,Incidence,21,Oceania,2,Female,14,45-49 years,432,Cervical cancer,3,Rate,2019,56.6451237902,87.00011132908,39.20731020782
6,Incidence,44,Bosnia and Herzegovina,2,Female,11,30-34 years,432,Cervical cancer,3,Rate,2019,18.73700682201,26.27595217941,12.97722856883
6,Incidence,44,Bosnia and Herzegovina,2,Female,12,35-39 years,432,Cervical cancer,3,Rate,2019,33.66215121692,46.416300476859995,23.50280839196
6,Incidence,44,Bosnia and Herzegovina,2,Female,13,40-44 years,432,Cervical cancer,3,Rate,2019,32.507890087730004,42.649762204119995,23.9229396534
6,Incidence,44,Bosnia and Herzegovina,2,Female,14,45-49 years,432,Cervical cancer,3,Rate,2019,45.827362389760005,60.98412338926,32.5142344919
6,Incidence,19,Democratic Republic of Timor-Leste,2,Female,11,30-34 years,432,Cervical cancer,3,Rate,2019,7.9290418614,13.27057612754,4.20528124544
6,Incidence,19,Democratic Republic of Timor-Leste,2,Female,12,35-39 years,432,Cervical cancer,3,Rate,2019,12.92802043964,21.72377488002,7.10028679119
6,Incidence,19,Democratic Republic of Timor-Leste,2,Female,13,40-44 years,432,Cervical cancer,3,Rate,2019,21.565079693970002,36.207284177830005,12.45008311256
6,Incidence,19,Democratic Republic of Timor-Leste,2,Female,14,45-49 years,432,Cervical cancer,3,Rate,2019,29.233123758380003,45.77662188723,17.58959323037
6,Incidence,28,Solomon Islands,2,Female,11,30-34 years,432,Cervical cancer,3,Rate,2019,29.03465218673,50.46637619096,15.571019283190001
6,Incidence,28,Solomon Islands,2,Female,12,35-39 years,432,Cervical cancer,3,Rate,2019,48.0992908176,81.20883404396,25.97243749995
6,Incidence,28,Solomon Islands,2,Female,13,40-44 years,432,Cervical cancer,3,Rate,2019,83.52637289016,143.3352198824,46.487336147259995
6,Incidence,28,Solomon Islands,2,Female,14,45-49 years,432,Cervical cancer,3,Rate,2019,80.9602401395,125.81066181876,46.84423004688
6,Incidence,35,Georgia,2,Female,11,30-34 years,432,Cervical cancer,3,Rate,2019,14.692594409159998,17.99259802115,11.86232472898
6,Incidence,35,Georgia,2,Female,12,35-39 years,432,Cervical cancer,3,Rate,2019,26.6020280037,31.69082062631,21.99700648932
6,Incidence,35,Georgia,2,Female,13,40-44 years,432,Cervical cancer,3,Rate,2019,37.96368948764,44.75504632517,31.70120162294
6,Incidence,35,Georgia,2,Female,14,45-49 years,432,Cervical cancer,3,Rate,2019,42.0174054671,49.07346516986,35.74970830486
6,Incidence,46,Republic of Croatia,2,Female,11,30-34 years,432,Cervical cancer,3,Rate,2019,12.712082517850002,17.0890388857,8.96948110927
6,Incidence,46,Republic of Croatia,2,Female,12,35-39 years,432,Cervical cancer,3,Rate,2019,23.14224677724,30.80765960076,16.88607332176
6,Incidence,46,Republic of Croatia,2,Female,13,40-44 years,432,Cervical cancer,3,Rate,2019,30.54660185397,39.81561647609,22.72545366741
6,Incidence,46,Republic of Croatia,2,Female,14,45-49 years,432,Cervical cancer,3,Rate,2019,30.6247323554,39.54924443737,23.01246040333
6,Incidence,37,Kyrgyz Republic,2,Female,11,30-34 years,432,Cervical cancer,3,Rate,2019,18.26010149573,24.573848845679997,13.0299921724
6,Incidence,37,Kyrgyz Republic,2,Female,12,35-39 years,432,Cervical cancer,3,Rate,2019,30.174025083729997,41.24907227965,21.42719390589
6,Incidence,37,Kyrgyz Republic,2,Female,13,40-44 years,432,Cervical cancer,3,Rate,2019,42.34559367069,55.059182280369996,31.58058694423
6,Incidence,37,Kyrgyz Republic,2,Female,14,45-49 years,432,Cervical cancer,3,Rate,2019,44.99432982778,57.52229429941001,33.98164449333
6,Incidence,32,Central Asia,2,Female,11,30-34 years,432,Cervical cancer,3,Rate,2019,13.803779794850001,15.81777283535,11.93489182444
6,Incidence,32,Central Asia,2,Female,12,35-39 years,432,Cervical cancer,3,Rate,2019,23.33177337554,26.354261626950002,20.625917269560002
6,Incidence,32,Central Asia,2,Female,13,40-44 years,432,Cervical cancer,3,Rate,2019,34.60052347288,39.68930284413,30.5805909883
6,Incidence,32,Central Asia,2,Female,14,45-49 years,432,Cervical cancer,3,Rate,2019,38.65204985217,44.06819496304,33.749781316589996
6,Incidence,25,Federated States of Micronesia,2,Female,11,30-34 years,432,Cervical cancer,3,Rate,2019,30.094079210729998,50.598490049149994,16.327465156469998
6,Incidence,25,Federated States of Micronesia,2,Female,12,35-39 years,432,Cervical cancer,3,Rate,2019,48.14325141293,81.19727414278,25.0483353771
6,Incidence,25,Federated States of Micronesia,2,Female,13,40-44 years,432,Cervical cancer,3,Rate,2019,75.26437790293001,121.58779727448001,43.02908137577
6,Incidence,25,Federated States of Micronesia,2,Female,14,45-49 years,432,Cervical cancer,3,Rate,2019,70.71021768006,111.1402280741,42.03456042682
6,Incidence,34,Republic of Azerbaijan,2,Female,11,30-34 years,432,Cervical cancer,3,Rate,2019,9.57185378358,13.10656139182,6.682105071730001
6,Incidence,34,Republic of Azerbaijan,2,Female,12,35-39 years,432,Cervical cancer,3,Rate,2019,14.41818661295,19.16220032326,10.62440560281
6,Incidence,34,Republic of Azerbaijan,2,Female,13,40-44 years,432,Cervical cancer,3,Rate,2019,19.95766978562,25.664303875420003,15.02888837562
6,Incidence,34,Republic of Azerbaijan,2,Female,14,45-49 years,432,Cervical cancer,3,Rate,2019,21.25259513275,27.917968732589998,15.781197634220002
6,Incidence,16,Republic of the Philippines,2,Female,11,30-34 years,432,Cervical cancer,3,Rate,2019,12.09459033065,15.06123055906,9.58092949297
6,Incidence,16,Republic of the Philippines,2,Female,12,35-39 years,432,Cervical cancer,3,Rate,2019,20.33480065949,24.979449950400003,16.49462971824
6,Incidence,16,Republic of the Philippines,2,Female,13,40-44 years,432,Cervical cancer,3,Rate,2019,28.328374702349997,34.04807103573,23.40356741767
6,Incidence,16,Republic of the Philippines,2,Female,14,45-49 years,432,Cervical cancer,3,Rate,2019,32.37055824672,38.71075022743,26.333389473519997
6,Incidence,14,Republic of Maldives,2,Female,11,30-34 years,432,Cervical cancer,3,Rate,2019,4.86035992612,7.34451728909,2.90354411698
6,Incidence,14,Republic of Maldives,2,Female,12,35-39 years,432,Cervical cancer,3,Rate,2019,7.945636565769999,12.719146964630001,4.69235379488
6,Incidence,14,Republic of Maldives,2,Female,13,40-44 years,432,Cervical cancer,3,Rate,2019,10.96839170787,16.79504434197,6.64517974845
6,Incidence,14,Republic of Maldives,2,Female,14,45-49 years,432,Cervical cancer,3,Rate,2019,12.41536677178,18.36683582704,7.89179094614
6,Incidence,41,Republic of Uzbekistan,2,Female,11,30-34 years,432,Cervical cancer,3,Rate,2019,12.01799530225,16.01054038705,8.71271177749
6,Incidence,41,Republic of Uzbekistan,2,Female,12,35-39 years,432,Cervical cancer,3,Rate,2019,19.06177890032,25.580887195149998,13.78503538822
6,Incidence,41,Republic of Uzbekistan,2,Female,13,40-44 years,432,Cervical cancer,3,Rate,2019,34.07398438248,44.68804440164,24.90033602205
6,Incidence,41,Republic of Uzbekistan,2,Female,14,45-49 years,432,Cervical cancer,3,Rate,2019,41.0337932223,52.60390517253,30.66039691245
6,Incidence,30,Republic of Vanuatu,2,Female,11,30-34 years,432,Cervical cancer,3,Rate,2019,21.61145010955,35.54020704477,12.23906304529
6,Incidence,30,Republic of Vanuatu,2,Female,12,35-39 years,432,Cervical cancer,3,Rate,2019,35.64155321198,57.80987225677,20.03327022226
6,Incidence,30,Republic of Vanuatu,2,Female,13,40-44 years,432,Cervical cancer,3,Rate,2019,56.29308430791,89.07721718971,32.72737244687
6,Incidence,30,Republic of Vanuatu,2,Female,14,45-49 years,432,Cervical cancer,3,Rate,2019,54.233622639829996,81.24122585669,33.13884279039
6,Incidence,52,Romania,2,Female,11,30-34 years,432,Cervical cancer,3,Rate,2019,30.26826808009,39.602968908209995,22.41974727719
6,Incidence,52,Romania,2,Female,12,35-39 years,432,Cervical cancer,3,Rate,2019,50.06894722171,65.3084660273,37.04556875883
6,Incidence,52,Romania,2,Female,13,40-44 years,432,Cervical cancer,3,Rate,2019,61.09557469063999,78.80036856144,46.19593435756
6,Incidence,52,Romania,2,Female,14,45-49 years,432,Cervical cancer,3,Rate,2019,68.76278558762,86.960137571,53.82911758724
6,Incidence,9,Southeast Asia,2,Female,11,30-34 years,432,Cervical cancer,3,Rate,2019,12.17084517698,14.611230825169999,10.193169196880001
6,Incidence,9,Southeast Asia,2,Female,12,35-39 years,432,Cervical cancer,3,Rate,2019,20.53256825899,24.55402645042,16.968430657659997
6,Incidence,9,Southeast Asia,2,Female,13,40-44 years,432,Cervical cancer,3,Rate,2019,29.871993604420002,35.79446823527,25.03437558409
6,Incidence,9,Southeast Asia,2,Female,14,45-49 years,432,Cervical cancer,3,Rate,2019,34.18865561944,40.9516121099,28.18680667897
6,Incidence,47,Czech Republic,2,Female,11,30-34 years,432,Cervical cancer,3,Rate,2019,13.314941620779999,18.17246291486,9.66343158387
6,Incidence,47,Czech Republic,2,Female,12,35-39 years,432,Cervical cancer,3,Rate,2019,17.23427177847,23.2014397051,12.402442279219999
6,Incidence,47,Czech Republic,2,Female,13,40-44 years,432,Cervical cancer,3,Rate,2019,19.57419122701,25.0733666293,15.21714627562
6,Incidence,47,Czech Republic,2,Female,14,45-49 years,432,Cervical cancer,3,Rate,2019,19.49241824506,25.41918337486,14.83668783876
6,Incidence,23,Republic of Kiribati,2,Female,11,30-34 years,432,Cervical cancer,3,Rate,2019,57.609689615849994,97.06534145946,32.91114960095
6,Incidence,23,Republic of Kiribati,2,Female,12,35-39 years,432,Cervical cancer,3,Rate,2019,91.15897283433,150.82097490122,51.44583862588
6,Incidence,23,Republic of Kiribati,2,Female,13,40-44 years,432,Cervical cancer,3,Rate,2019,141.72528485432,229.01270799553,86.51567247058999
6,Incidence,23,Republic of Kiribati,2,Female,14,45-49 years,432,Cervical cancer,3,Rate,2019,144.13352881718,224.02539015311,84.90936362547
6,Incidence,18,Kingdom of Thailand,2,Female,11,30-34 years,432,Cervical cancer,3,Rate,2019,28.78788915829,43.73039128533,18.4374258404
6,Incidence,18,Kingdom of Thailand,2,Female,12,35-39 years,432,Cervical cancer,3,Rate,2019,39.59813004553,60.07692495293,24.979337004789997
6,Incidence,18,Kingdom of Thailand,2,Female,13,40-44 years,432,Cervical cancer,3,Rate,2019,46.74748790321,68.02944470447,30.676965582629997
6,Incidence,18,Kingdom of Thailand,2,Female,14,45-49 years,432,Cervical cancer,3,Rate,2019,45.41275497086,63.809485836579995,30.92975017998
6,Incidence,59,Republic of Latvia,2,Female,11,30-34 years,432,Cervical cancer,3,Rate,2019,9.222711523900001,12.666949254430001,6.609450660029999
6,Incidence,59,Republic of Latvia,2,Female,12,35-39 years,432,Cervical cancer,3,Rate,2019,13.3748917897,17.89593373852,9.8088117179
6,Incidence,59,Republic of Latvia,2,Female,13,40-44 years,432,Cervical cancer,3,Rate,2019,21.53981319762,28.64518770565,15.841724763330001
6,Incidence,59,Republic of Latvia,2,Female,14,45-49 years,432,Cervical cancer,3,Rate,2019,20.84935887803,27.34047052793,15.676953535080001
6,Incidence,68,Republic of Korea,2,Female,11,30-34 years,432,Cervical cancer,3,Rate,2019,13.40243070461,20.5079449876,8.71434824954
6,Incidence,68,Republic of Korea,2,Female,12,35-39 years,432,Cervical cancer,3,Rate,2019,18.98992196988,27.833510610140003,12.2646190002
6,Incidence,68,Republic of Korea,2,Female,13,40-44 years,432,Cervical cancer,3,Rate,2019,19.61156638224,28.441685517360003,12.647832678919999
6,Incidence,68,Republic of Korea,2,Female,14,45-49 years,432,Cervical cancer,3,Rate,2019,19.07834028119,26.74005743168,13.19009924555
6,Incidence,39,Republic of Tajikistan,2,Female,11,30-34 years,432,Cervical cancer,3,Rate,2019,7.00655731498,11.60700780415,4.00028815525
6,Incidence,39,Republic of Tajikistan,2,Female,12,35-39 years,432,Cervical cancer,3,Rate,2019,10.01061969744,16.327906747540002,5.84312558375
6,Incidence,39,Republic of Tajikistan,2,Female,13,40-44 years,432,Cervical cancer,3,Rate,2019,12.96903751469,19.8449142596,7.95956779849
6,Incidence,39,Republic of Tajikistan,2,Female,14,45-49 years,432,Cervical cancer,3,Rate,2019,13.743165514789998,20.62287837828,8.64369995373
6,Incidence,54,Slovak Republic,2,Female,11,30-34 years,432,Cervical cancer,3,Rate,2019,19.05084344693,29.026307679280002,11.82311273733
